,Address,City,Zip Code,Price,sqft,# of Beds,# of Baths
430,6959 Maple Street,Frisco,75033,274900,,3.0,2.0
431,10313 BURGUNDY Drive,Frisco,75035,295000,,3.0,3.0
432,9152 Apollo Court,Frisco,75033,345000,,3.0,2.0
433,15738 Durango Drive,Frisco,75035,350000,,3.0,3.0
434,9581 Magnolia Road,Frisco,75033,369900,,3.0,2.0
435,1692 Dowelling Court,Frisco,75036,379900,,4.0,2.0
436,15833 Rockingham Street,Frisco,75036,395000,,4.0,3.0
437,1924 Dexter Lane,Frisco,75036,423550,,3.0,2.0
438,11566 Caladium Lane,Frisco,75035,465000,,4.0,4.0
439,9629 Planters Row Drive,Frisco,75033,479000,,4.0,4.0
440,10196 Ferry Farm Lane,Frisco,75035,505000,,4.0,4.0
441,1946 Countryside Drive,Frisco,75036,520000,,5.0,4.0
442,5498 Balmoral Drive,Frisco,75034,530000,,4.0,4.0
443,8260 Fairview Drive,Frisco,75033,540000,,3.0,4.0
444,13761 Stallion Heights Lane,Frisco,75035,547000,,5.0,5.0
445,13942 Badger Creek Drive,Frisco,75033,549900,,5.0,4.0
446,698 Caveson Drive,Frisco,75036,570000,,4.0,4.0
447,15199 Mountain Creek Trail,Frisco,75035,595900,,4.0,4.0
448,11761 Orange Court,Frisco,75035,599900,,4.0,3.0
449,1745 Evening Star Road,Frisco,75033,625000,,4.0,5.0
450,3331 Cedar Creek Trail,Frisco,75034,625000,,4.0,4.0
451,11248 Tavern Creek Court,Frisco,75035,639500,,3.0,4.0
452,10229 Fire Ridge Drive,Frisco,75033,725000,,5.0,5.0
453,5627 Miramar Drive,Frisco,75034,725000,,3.0,3.0
454,12858 Palo Duro Drive,Frisco,75033,749000,,5.0,6.0
455,16372 Lorna Doone Lane,Frisco,75033,774900,,5.0,5.0
456,5951 Beacon Hill Drive,Frisco,75036,775000,,5.0,5.0
457,13272 Ignatius Drive,Frisco,75035,785000,,5.0,4.0
458,12977 Railhead Court,Frisco,75033,869900,,3.0,4.0
459,4171 Mission Avenue,Frisco,75034,909000,,5.0,6.0
460,5111 Stillwater Trail,Frisco,75034,925000,,4.0,5.0
461,5125 Normandy Drive,Frisco,75034,1099000,,5.0,5.0
462,12262 Genova Court,Frisco,75035,1100000,,5.0,5.0
463,5774 Park Lane,Frisco,75034,1195000,,4.0,5.0
464,7 Harbour Town Court,Frisco,75034,1200000,,4.0,4.0
465,6006 Connely Drive,Frisco,75034,1200000,,5.0,5.0
466,12684 Riverhill Road,Frisco,75033,1299000,,5.0,7.0
467,6203 Sweeney Trail,Frisco,75034,1895000,,5.0,7.0
468,9805 Concord Drive,Frisco,75035,295000,,3.0,3.0
469,2249 Lariat Trail,Frisco,75036,324900,,3.0,2.0
470,13160 Guerin Drive,Frisco,75035,325000,,4.0,2.0
471,7297 Chinquapin Drive,Frisco,75033,325000,,4.0,2.0
472,11908 Clearpoint Ct,Frisco,75036,325400,,4.0,2.0
473,6848 Regello Drive,Frisco,75034,340000,,2.0,3.0
474,9758 Golden Fountain Drive,Frisco,75033,350000,,4.0,2.0
475,2450 Thorntree Drive,Frisco,75033,369000,,4.0,3.0
476,12506 Melrose Lane,Frisco,75035,369900,,4.0,3.0
477,5904 Louisville Drive,Frisco,75035,375000,,4.0,2.0
478,12732 Hollister Drive,Frisco,75033,389000,,3.0,2.0
479,2910 Reynolds Lane,Frisco,75033,389900,,3.0,2.0
480,15833 Rockingham ST,Frisco,75036,395000,,4.0,3.0
481,9812 Adolphus DR,Frisco,75035,400000,,3.0,2.0
482,11017 Aurora Lane,Frisco,75035,405000,,3.0,3.0
483,7601 Blossom Lane,Frisco,75034,439900,,3.0,3.0
484,12004 Rushing Creek Drive,Frisco,75035,445900,,4.0,4.0
485,9991 Slick Rock Trail,Frisco,75033,449900,,4.0,3.0
486,10156 Burnt Mill Lane,Frisco,75035,459900,,4.0,4.0
487,9569 Lance DR,Frisco,75035,460000,,4.0,3.0
488,9569 Lance Drive,Frisco,75035,460000,,4.0,3.0
489,12299 Antler Drive,Frisco,75035,465000,,4.0,3.0
490,11025 Villita Street,Frisco,75035,475000,,4.0,3.0
491,1090 Frisco Ranch Road,Frisco,75033,489900,,4.0,4.0
492,1690 Foard Drive,Frisco,75034,499000,,3.0,2.0
493,7152 Maumee Valley Court,Frisco,75036,500000,,3.0,2.0
494,7152 Maumee Valley CT,Frisco,75036,500000,,3.0,2.0
495,2397 Mackinac Drive,Frisco,75033,509900,,4.0,3.0
496,6341 Lorwood Drive,Frisco,75035,579000,,5.0,5.0
497,9547 Amberwoods Lane,Frisco,75035,599900,,6.0,6.0
498,1403 Crockett Drive,Frisco,75033,625000,,4.0,4.0
499,15692 Atkins Lane,Frisco,75035,675000,,5.0,4.0
500,5358 Moss Glen Drive,Frisco,75034,889000,,5.0,4.0
501,6198 Rachel Drive,Frisco,75034,900000,,4.0,4.0
502,3499 Cedar Cottage Circle,Frisco,75034,939900,,4.0,5.0
503,7380 Calla Lilly Lane,Frisco,75034,968000,,5.0,5.0
504,6756 Stallion Ranch Road,Frisco,75036,970000,,5.0,6.0
505,6281 Memorial Drive,Frisco,75034,1100000,,4.0,5.0
506,8400 Hickory Street,Frisco,75034,290000,,3.0,2.0
507,13959 Stevens Point Drive,Frisco,75033,330000,,3.0,2.0
508,11708 Beach Street,Frisco,75036,375000,,3.0,2.0
509,9413 Prestmont Place,Frisco,75035,395000,,4.0,2.0
510,4042 Guadalupe Lane,Frisco,75034,397000,,3.0,3.0
511,7927 Canal Street,Frisco,75034,425000,,2.0,3.0
512,2649 Marshall Drive,Frisco,75033,437500,,4.0,4.0
513,11564 Santa Maria Road,Frisco,75035,459900,,4.0,3.0
514,13714 French Creek Lane,Frisco,75035,475000,,3.0,3.0
515,13767 Monstrell Road,Frisco,75035,510000,,4.0,4.0
516,8326 Sitka Street,Frisco,75035,515000,,4.0,3.0
517,14014 Susana Lane,Frisco,75035,529900,,4.0,4.0
518,11777 Estacado Drive,Frisco,75033,548000,,4.0,4.0
519,2771 Barnhill Lane,Frisco,75034,550000,,4.0,4.0
520,14694 Mediterranean Drive,Frisco,75035,550000,,5.0,5.0
521,10923 Chilmark Court,Frisco,75035,599000,,5.0,6.0
522,5611 Lightfoot Lane,Frisco,75036,625000,,5.0,4.0
523,1567 San Andres Drive,Frisco,75033,675000,,5.0,4.0
524,14121 Berryfield Lane,Frisco,75035,759000,,4.0,3.0
525,13162 Ignatius Drive,Frisco,75035,799900,,5.0,5.0
526,984 Havenbrook Lane,Frisco,75036,800000,,5.0,5.0
527,4849 Northshore Drive,Frisco,75034,899900,,5.0,5.0
528,4520 Florence Drive,Frisco,75034,930000,,3.0,4.0
529,5733 Travis Drive,Frisco,75034,1200000,,3.0,4.0
530,3050 Briarwood Lane,Frisco,75034,1299000,,5.0,5.0
531,6440 Memorial Drive,Frisco,75034,1699000,,5.0,7.0
532,5094 Oak Knoll Lane,Frisco,75034,1775000,,4.0,4.0
533,5205 Mosscreek Lane,Frisco,75035,319999,,3.0,2.0
534,12018 Chattanooga Drive,Frisco,75035,339999,,3.0,2.0
535,638 Enfield Drive,Frisco,75036,359900,,3.0,2.0
536,10045 Bell Rock Road,Frisco,75035,365000,,3.0,2.0
537,9706 Prestmont Place,Frisco,75035,397000,,4.0,3.0
538,7617 Quiet Meadow Lane,Frisco,75033,405000,,4.0,3.0
539,5871 Rivendell Drive,Frisco,75035,435000,,4.0,3.0
540,15688 Renner Lane,Frisco,75068,631300,,4.0,3.0
541,758 Pleasant Point Lane,Frisco,75068,700958,,4.0,5.0
542,561 Meandering Lane,Frisco,75068,702045,,5.0,4.0
543,589 Pentonville Lane,Frisco,75068,763875,,4.0,4.0
544,12886 Five Bar Drive,Frisco,75035,775000,,5.0,5.0
545,781 Pentonville Lane,Frisco,75068,816576,,5.0,6.0
546,3749 Marble Hill Road,Frisco,75034,962309,,5.0,5.0
547,6259 Loxton Boulevard,Frisco,75034,989000,,5.0,6.0
548,5964 Burkett Drive,Frisco,75034,1100000,,4.0,5.0
549,11821 Summer Springs Drive,Frisco,75036,314900,,3.0,2.0
550,12502 Melrose Lane,Frisco,75035,315000,,3.0,2.0
551,12144 Cardinal Creek Drive,Frisco,75033,329000,,3.0,2.0
552,11911 Chattanooga Drive,Frisco,75035,339990,,3.0,2.0
553,11006 Shadow Brook Lane,Frisco,75035,389900,,3.0,2.0
554,8500 Beartooth Drive,Frisco,75036,400000,,5.0,3.0
555,8212 Wharf Street,Frisco,75035,410000,,3.0,3.0
556,2138 Mustang Trail,Frisco,75033,425000,,4.0,3.0
557,14157 Salmon Drive,Frisco,75035,425000,,4.0,3.0
558,8550 Holly Street,Frisco,75034,430000,,6.0,4.0
559,9617 Robinwoods Drive,Frisco,75035,535000,,5.0,5.0
560,10204 Fire Ridge Drive,Frisco,75033,555000,,5.0,4.0
561,6389 Culverdale Lane,Frisco,75034,724900,,4.0,4.0
562,8312 Kara Creek Road,Frisco,75036,750000,,5.0,4.0
563,2387 Alcove Drive,Frisco,75034,1097394,,5.0,4.0
564,9651 Vita Dolce Drive,Frisco,75035,1099900,,4.0,5.0
565,2766 Sparks Drive,Frisco,75036,350000,,4.0,4.0
566,4408 Ripplewood Road,Frisco,75035,399999,,3.0,2.0
567,9704 Legend Trail,Frisco,75035,429000,,4.0,3.0
568,16405 Prairie Oak Road,Frisco,75033,669000,,4.0,4.0
569,12709 Grand Valley Drive,Frisco,75033,728900,,4.0,4.0
570,6797 Reims Court,Frisco,75034,2099000,,6.0,7.0
571,11800 Kurth Drive,Frisco,75036,305000,,3.0,2.0
572,10100 Oxbow Avenue,Frisco,75035,576918,,5.0,5.0
573,774 Caveson Drive,Frisco,75036,599900,,5.0,4.0
574,10744 Manuel Street,Frisco,75035,604924,,5.0,5.0
575,11371 Pear Ridge Drive,Frisco,75035,325000,,4.0,3.0
576,15812 Langsdale Street,Frisco,75036,360000,,4.0,3.0
577,9657 Stratton Drive,Frisco,75035,439000,,3.0,2.0
578,6468 Stallion Ranch Road,Frisco,75036,565000,,5.0,3.0
579,14040 Raspberry Lane,Frisco,75035,565000,,4.0,4.0
580,5270 Town and Country Boulevard,Frisco,75034,750000,,2.0,3.0
581,13327 Terlingua Creek Drive,Frisco,75033,815000,,3.0,4.0
582,4800 Star Ridge Lane,Frisco,75034,1150000,,4.0,5.0
583,7134 Calypso Lane,Frisco,75036,1150000,,5.0,6.0
584,15246 Crystal Beach Lane,Frisco,75035,1150000,,6.0,6.0
585,13980 Nash Lane,Frisco,75035,1198000,,5.0,6.0
586,1635 Torrey Pines Lane,Frisco,75034,1495000,,5.0,7.0
587,9040 3rd Street,Frisco,75033,275000,,3.0,2.0
588,8256 Short Street,Frisco,75034,339000,,2.0,3.0
589,2396 Beachfront Drive,Frisco,75036,339900,,2.0,2.0
590,4920 Baton Rouge Boulevard,Frisco,75035,368900,,3.0,2.0
591,11498 La Grange Drive,Frisco,75035,390000,,3.0,2.0
592,11302 Tenison Lane,Frisco,75033,474900,,4.0,3.0
593,12513 Flowering Drive,Frisco,75035,475000,,5.0,5.0
594,1317 Alamo Court,Frisco,75033,479900,,4.0,4.0
595,13378 Chittamwood Lane,Frisco,75035,489900,,5.0,4.0
596,12923 Yale Court,Frisco,75035,499900,,3.0,3.0
597,15867 Christopher Lane,Frisco,75035,524900,,4.0,3.0
598,1057 Gentle Wind Lane,Frisco,75036,550000,,5.0,5.0
599,9823 Gristmill Lane,Frisco,75035,557997,,3.0,3.0
600,8443 Wild Rye Road,Frisco,75035,688000,,4.0,4.0
601,5459 Widgeon Way,Frisco,75034,849900,,4.0,4.0
602,4734 Heritage Oaks Drive,Frisco,75034,1275000,,5.0,5.0
603,5855 Arminta Avenue,Frisco,75034,1300000,,5.0,6.0
604,15 Riva Ridge,Frisco,75034,3845000,,6.0,9.0
605,11995 Westlawn Lane,Frisco,75033,320000,,3.0,2.0
606,2260 Lariat TRL,Frisco,75036,350000,,3.0,2.0
607,6508 Liberty Court,Frisco,75035,412000,,4.0,3.0
608,8234 Robertson DR,Frisco,75036,415000,,4.0,4.0
609,8514 Brown Stone Lane,Frisco,75033,475000,,4.0,4.0
610,4184 Republic DR,Frisco,75034,475000,,4.0,3.0
611,11322 Raveneaux Drive,Frisco,75033,525000,,5.0,4.0
612,3768 Caruth Lane,Frisco,75034,550000,,5.0,4.0
613,1298 Bowie Lane,Frisco,75033,559900,,4.0,5.0
614,1275 Bowie Lane,Frisco,75033,725000,,4.0,4.0
615,5356 Highflyer Hills Trail,Frisco,75036,749900,,4.0,5.0
616,3823 Broadmoor Way,Frisco,75033,1999999,,5.0,6.0
617,15608 Cornwallis Street,Frisco,75036,340000,,3.0,2.0
618,2260 Lariat Trail,Frisco,75036,350000,,3.0,2.0
619,9500 Crossvine Lane,Frisco,75035,499000,,4.0,3.0
620,1515 Courtland Drive,Frisco,75034,2499000,,5.0,7.0
621,5001 Hidden Pond Drive,Frisco,75036,280000,,3.0,2.0
622,6512 Clydesdale Court,Frisco,75034,329995,,3.0,2.0
623,3805 Moorcroft Road,Frisco,75036,340000,,3.0,2.0
624,1070 Imperial Valley Lane,Frisco,75036,345000,,2.0,2.0
625,10108 Preston Vineyard Drive,Frisco,75035,350000,,4.0,3.0
626,1416 Pelican Drive,Frisco,75033,365000,,4.0,3.0
627,6262 Rainbow Valley Place,Frisco,75035,376000,,3.0,3.0
628,10908 Spring Lake Road,Frisco,75035,395000,,4.0,2.0
629,1191 Pasatiempo Drive,Frisco,75036,489900,,2.0,2.0
630,554 Quarter Horse Lane,Frisco,75036,600000,,4.0,5.0
631,7025 Pecan Chase Lane,Frisco,75034,630000,,5.0,4.0
632,6974 Irongate Place,Frisco,75036,650000,,5.0,4.0
633,3918 Fairbanks Drive,Frisco,75033,825000,,3.0,4.0
634,1 Pasture Place,Frisco,75033,975000,,2.0,2.0
635,5413 Braemar Drive,Frisco,75034,1050000,,4.0,6.0
636,1747 Garrison Drive,Frisco,75033,375000,,4.0,3.0
637,1112 Resaca Drive,Frisco,75033,379900,,3.0,2.0
638,5210 Golfside Drive,Frisco,75035,419900,,4.0,4.0
639,2397 Mackinac DR,Frisco,75033,509900,,4.0,3.0
640,10627 Buccaneer Point,Frisco,75036,949000,,3.0,2.0
641,8201 Bells Street,Frisco,75035,298000,,3.0,2.0
642,5434 Travis Drive,Frisco,75034,500000,,3.0,3.0
643,11292 Berkeley Hall Lane,Frisco,75033,592000,,5.0,5.0
644,3304 Hartford Lane,Frisco,75033,775000,,5.0,4.0
645,7684 Traveller Street,Frisco,75034,895000,,4.0,5.0
646,7 Riva Ridge,Frisco,75034,3499000,,6.0,11.0
648,13033 Galaxy Drive,Frisco,75035,289000,,3.0,2.0
649,4220 Armistice Drive,Frisco,75034,320000,,3.0,2.0
650,7326 Sprangletop ST,Frisco,75033,340000,,2.0,3.0
651,16008 Royston Street,Frisco,75036,354900,,3.0,2.0
652,3713 Wrexham Street,Frisco,75036,380000,,4.0,3.0
653,7692 Fossil Ridge Drive,Frisco,75034,449900,,3.0,2.0
654,11394 Lenox Lane,Frisco,75033,915000,,5.0,5.0
655,15618 Brookwood Drive,Frisco,75035,475000,,5.0,4.0
656,4138 Honor Drive,Frisco,75034,515000,,5.0,4.0
657,8300 Christie Drive,Frisco,75033,320000,,3.0,2.0
658,2503 Windgate Lane,Frisco,75033,378000,,3.0,2.0
659,15115 Blakehill Drive,Frisco,75035,450000,,4.0,4.0
660,9661 Needles,Frisco,75035,545686,,5.0,4.0
661,11341 Lenox Lane,Frisco,75033,910000,,5.0,6.0
662,2171 Prospect Drive,Frisco,75036,1000000,,4.0,5.0
663,5900 Chamberlyne Drive,Frisco,75034,1575000,,4.0,5.0
664,8502 Holly Street,Frisco,75034,179000,,2.0,1.0
665,12700 Skeeter Drive,Frisco,75036,269900,,3.0,2.0
666,12525 Fair Lane,Frisco,75036,359900,,3.0,3.0
667,8272 Haltered Horse LN,Frisco,75036,448000,,3.0,2.0
668,863 Gladewater Drive,Frisco,75033,468500,,4.0,3.0
669,2865 Reynolds Lane,Frisco,75033,525000,,4.0,3.0
670,1066 Bayfield Drive,Frisco,75033,530000,,5.0,4.0
671,10985 Pike Lake Drive,Frisco,75035,720000,,5.0,5.0
672,2226 Bristlegrass Road,Frisco,75033,784400,,5.0,5.0
673,15699 Thorn Apple Road,Frisco,75033,792900,,5.0,4.0
674,13334 Ignatius Drive,Frisco,75035,880000,,5.0,5.0
675,7472 Sage Valley Lane,Frisco,75036,365000,,2.0,2.0
676,14205 Red Wood Circle N,Frisco,75071,520000,,3.0,2.0
677,4398 Verde Lane,Frisco,75034,570000,,4.0,4.0
678,1545 Morris Lane,Frisco,75034,679545,,4.0,3.0
679,14191 Berryfield Lane,Frisco,75035,849000,,5.0,4.0
680,6728 Firenze Lane,Frisco,75034,289995,,2.0,3.0
681,8833 Beartooth Drive,Frisco,75036,369950,,3.0,2.0
682,7357 Rustling Oaks Road,Frisco,75036,382500,,2.0,2.0
683,3568 Baldcypress Drive,Frisco,75033,525000,,4.0,4.0
684,10894 Panorama Drive,Frisco,75035,545000,,5.0,5.0
685,6570 Stallion Ranch Road,Frisco,75036,589000,,5.0,4.0
686,15643 Cherry Blossom,Frisco,75033,761061,,5.0,6.0
687,15375 Viburnum Road,Frisco,75035,999000,,5.0,6.0
688,5085 Normandy Drive,Frisco,75034,1190000,,5.0,5.0
689,662 Pendle Forest Drive,Frisco,75036,375000,,3.0,3.0
690,9993 Wyndbrook Drive,Frisco,75035,435000,,5.0,4.0
691,8125 Sedum Carpet,Frisco,75035,468720,,4.0,3.0
692,15753 Shasta Daisy Road,Frisco,75035,510073,,4.0,4.0
693,1217 Roma Drive,Frisco,75036,565000,,4.0,4.0
694,5029 Brandywine Lane,Frisco,75034,1375000,,5.0,6.0
695,8070 Rock Brook Street,Frisco,75034,299000,,3.0,2.0
696,4339 Bal Harbour Lane,Frisco,75033,600000,,5.0,4.0
697,3148 Fish Hook Lane,Frisco,75036,315000,,2.0,2.0
698,8747 Anacua Road,Frisco,75035,630000,,4.0,5.0
699,8747 Anacua RD,Frisco,75035,630000,,4.0,5.0
700,13258 Secretariat Boulevard,Frisco,75035,1199900,,5.0,6.0
701,13335 Chittamwood Lane,Frisco,75035,449000,,4.0,4.0
702,4975 Oak Knoll Lane,Frisco,75034,1449900,,4.0,5.0
703,1549 Courtland Drive,Frisco,75034,2595000,,5.0,7.0
704,2208 Sturgis Drive,Frisco,75033,469900,,5.0,4.0
705,9610 Beckett Drive,Frisco,75035,474750,,4.0,3.0
706,5410 Keswick Drive,Frisco,75034,489000,,4.0,4.0
707,9790 Staffordshire Road,Frisco,75035,515500,,4.0,3.0
708,11550 Henderson Drive,Frisco,75035,330000,,3.0,2.0
709,7039 Maumee Valley Court,Frisco,75036,639000,,3.0,3.0
710,4154 Forest Park Lane,Frisco,75033,1150000,,5.0,6.0
711,6027 Rivendell Drive,Frisco,75035,429900,,4.0,3.0
712,2114 Lariat Trail,Frisco,75036,849900,,4.0,6.0
713,14981 Foxbriar Lane,Frisco,75035,730000,,5.0,5.0
714,2578 Berry Brook Lane,Frisco,75034,740000,,5.0,6.0
715,11412 Sadie Street,Frisco,75036,365000,,4.0,4.0
716,1170 Shortgrass Lane,Frisco,75033,449900,,4.0,3.0
717,5074 Statesman Lane,Frisco,75036,775000,,4.0,4.0
718,6249 Aylworth DR,Frisco,75035,475000,,4.0,4.0
719,7312 Panicum Drive,Frisco,75033,384990,,2.0,3.0
720,15643 Carnoustie Lane,Frisco,75035,510500,,4.0,4.0
721,8024 Splitbeard Road,Frisco,75035,911640,,4.0,6.0
722,3148 Fish Hook LN,Frisco,75036,315000,,2.0,2.0
723,16619 Nightshade Road,Frisco,75033,575000,,4.0,3.0
724,7200 Neches Pine Drive,Frisco,75036,564900,,3.0,3.0
725,14813 Speargrass Drive,Frisco,75033,476619,,3.0,3.0
726,7832 Buffaloberry Road,Frisco,75035,569400,,4.0,4.0
727,7824 Buffaloberry Road,Frisco,75035,589900,,4.0,4.0
728,2933 Shenandoah Drive,Frisco,75034,2350000,,5.0,7.0
729,8711 6th Street,Frisco,75034,650000,,3.0,4.0
730,1224 Crockett Drive,Frisco,75033,700000,,4.0,5.0
731,15752 Foliage Road,Frisco,75035,639900,,4.0,4.0
732,7606 Traveller Street,Frisco,75034,810000,,5.0,5.0
733,12408 Fair Lane,Frisco,75036,335000,,4.0,3.0
734,4189 Hazelwood Avenue,Frisco,75034,899990,,4.0,6.0
735,12605 Waterslide Way,Frisco,75036,375000,,5.0,4.0
736,1181 Ducks Landing,Frisco,75033,384800,,4.0,3.0
737,4400 Ballymena Drive,Frisco,75034,415000,,3.0,3.0
738,15696 Carnoustie Lane,Frisco,75035,515500,,4.0,4.0
739,2544 Horsetail,Frisco,75033,745400,,5.0,4.0
740,15680 Custer Trail,Frisco,75035,1156500,,4.0,5.0
741,2887 Montreaux Drive,Frisco,75034,1399999,,3.0,4.0
742,13230 Sellaronda Way,Frisco,75035,757000,,4.0,5.0
743,9188 Williams Place,Frisco,75033,349900,,3.0,2.0
744,9723 Stratton Drive,Frisco,75035,454000,,4.0,3.0
745,11392 Lamar Lane,Frisco,75033,595000,,5.0,6.0
746,3975 Marble Hill Road,Frisco,75034,922000,,4.0,4.0
748,5209 Madison Drive,Frisco,75035,369900,,4.0,2.0
749,13274 Parnell Place,Frisco,75035,999900,,5.0,6.0
750,4901 Buena Vista Drive,Frisco,75034,1725000,,5.0,6.0
751,10710 Manuel Street,Frisco,75035,649000,,4.0,5.0
752,11092 Snyder Drive,Frisco,75035,384900,,4.0,3.0
753,2452 Horsetail,Frisco,75033,659900,,4.0,5.0
754,15831 Terenwood Street,Frisco,75035,662900,,5.0,4.0
755,7527 Perennial Street,Frisco,75035,664900,,5.0,4.0
756,2408 Horsetail Road,Frisco,75033,761900,,4.0,4.0
757,5502 Monterey Drive,Frisco,75034,2629000,,5.0,7.0
758,3766 Ladera Heights Boulevard,Frisco,75034,986019,,4.0,5.0
759,3794 Marble Hill Road,Frisco,75034,1072882,,5.0,4.0
760,6199 Stockwell Drive,Frisco,75034,1192851,,5.0,7.0
761,5663 Edmonton Avenue,Frisco,75034,1603552,,5.0,7.0
762,2396 Courtland Drive,Frisco,75034,2999999,,6.0,8.0
763,6329 Paragon Drive,Frisco,75036,450000,,3.0,2.0
764,16468 Barton Creek Lane,Frisco,75068,518000,,4.0,4.0
765,12025 Blake Place,Frisco,75036,1898000,,5.0,6.0
766,12045 Blake Place,Frisco,75036,1948000,,5.0,6.0
767,286 Timber Creek Lane,Frisco,75068,504060,,3.0,3.0
768,5979 Rivendell Drive,Frisco,75035,425900,,4.0,3.0
769,8598 Kincaid Lane,Frisco,75036,499990,,4.0,4.0
770,3569 Midwick Drive,Frisco,75034,2899000,,6.0,7.0
771,2481 Haft River Road,Frisco,75034,1152990,,5.0,4.0
772,12310 Harvest Meadow Drive,Frisco,75033,2505000,,5.0,7.0
773,1434 Gray Fox Lane,Frisco,75033,518281,,5.0,4.0
774,6179 Blythe Drive,Frisco,75035,419000,,3.0,4.0
777,5243 Spicewood Lane,Frisco,75034,2100000,,4.0,6.0
778,11205 Knoxville Lane,Frisco,75035,479475,,5.0,4.0
779,7700 Jennifer,Frisco,75034,325000,,3.0,2.0
780,12556 Littlefield Drive,Frisco,75035,382000,,6.0,4.0
781,7340 Goose Creek Drive,Frisco,75036,779344,,5.0,5.0
782,5395 Statesman Lane,Frisco,75036,780000,,5.0,6.0
783,2250 Lead Plumb Drive,Frisco,75036,783424,,5.0,5.0
784,13734 Gabriel,Frisco,75035,835098,,5.0,4.0
785,6275 Chamberlyne Drive,Frisco,75034,3200000,,7.0,8.0
786,5931 Rivendell Drive,Frisco,75035,399900,,4.0,3.0
787,4250 Pebble Creek Court,Frisco,75033,675000,,4.0,3.0
788,7211 Walnut Street,Frisco,75033,450000,,3.0,2.0
789,14756 Speargrass Drive,Frisco,75033,463501,,4.0,3.0
790,15196 Spider Lily Road,Frisco,75035,898900,,5.0,6.0
791,3772 Hamilton Heights Avenue,Frisco,75034,1651990,,5.0,7.0
792,2227 Lilac Lane,Frisco,75034,3300000,,5.0,7.0
793,5687 Edmonton Avenue,Frisco,75034,1602369,,4.0,7.0
794,12616 Joplin Drive,Frisco,75036,325000,,4.0,3.0
795,9754 Staffordshire Road,Frisco,75035,437500,,3.0,2.0
796,15127 Springwood Drive,Frisco,75035,499000,,4.0,4.0
797,12509 Burnt Prairie Lane,Frisco,75035,699000,,5.0,6.0
798,11808 Kurth Drive,Frisco,75036,344900,,4.0,3.0
799,1573 Prince William Lane,Frisco,75034,2750000,,5.0,8.0
800,6225 Blythe Drive,Frisco,75035,414000,,3.0,4.0
801,3735 Starling Drive,Frisco,75034,3899900,,5.0,8.0
802,7881 Kings Ridge Road,Frisco,75035,252000,,3.0,2.0
803,6205 Montgomery Drive,Frisco,75035,295000,,3.0,2.0
804,8528 6th Street,Frisco,75034,350000,,3.0,2.0
805,4115 Kearsage Drive,Frisco,75034,369000,,3.0,4.0
806,7236 Joshua Road,Frisco,75033,382900,,3.0,2.0
807,5847 Rivendell Drive,Frisco,75035,397900,,4.0,3.0
808,5963 Rivendell Drive,Frisco,75035,399900,,4.0,3.0
809,6253 Blythe Drive,Frisco,75035,414000,,3.0,4.0
810,7295 Zachery Drive,Frisco,75033,424900,,3.0,3.0
811,7269 Zachery Drive,Frisco,75033,428900,,3.0,4.0
812,7208 Joshua Road,Frisco,75033,434900,,3.0,2.0
813,7242 Pecan Street,Frisco,75034,450000,,4.0,2.0
814,15601 Carnoustie Lane,Frisco,75035,455000,,4.0,3.0
815,7300 Joshua Road,Frisco,75033,479900,,3.0,3.0
816,2877 Nightwind Court,Frisco,75034,494999,,4.0,5.0
817,11947 Cape Royal Lane,Frisco,75033,499000,,5.0,4.0
818,628 Sahallee Drive,Frisco,75033,537000,,6.0,5.0
819,7411 Joshua Road,Frisco,75033,583900,,5.0,4.0
820,8462 Gerbera Daisy Road,Frisco,75035,743900,,4.0,4.0
821,2268 Lead Plumb Drive,Frisco,75036,744268,,5.0,4.0
822,2148 Lead Plumb Drive,Frisco,75036,766848,,5.0,5.0
823,8478 Gerbera Daisy Road,Frisco,75035,775900,,4.0,5.0
824,7073 Goose Creek Road,Frisco,75036,797804,,5.0,5.0
825,7160 Tailwater Trail,Frisco,75035,1141900,,4.0,5.0
826,6008 Briarwood Lane,Frisco,75034,1174900,,3.0,5.0
827,13129 Secretariat Blvd,Frisco,75035,1224990,,4.0,6.0
828,1167 Echols Drive,Frisco,75036,1799000,,5.0,6.0
829,12035 Blake Place,Frisco,75036,1898000,,5.0,6.0
830,8100 Main Street,Frisco,75033,1925000,,3.0,2.0
831,1640 Chambord Avenue,Frisco,75034,1950000,,5.0,7.0
832,1700 Hidalgo Lane,Frisco,75034,2475000,,5.0,7.0
833,3232 Tuscan Oaks,Frisco,75034,2515000,,5.0,7.0
834,12438 Harvest Meadow Drive,Frisco,75033,2549000,,5.0,7.0
835,12349 Farmstead Drive,Frisco,75033,2559000,,5.0,7.0
836,3336 Tuscan Oaks Drive,Frisco,75034,2579000,,5.0,7.0
837,3328 Santa Bella,Frisco,75034,2609858,,5.0,7.0
838,3315 Midwick Drive,Frisco,75034,3225000,,5.0,7.0
839,6616 Bluffview Drive,Frisco,75034,3375000,,5.0,7.0
840,2311 Lilac,Frisco,75034,4100000,,5.0,7.0
841,5345 Monterey Drive,Frisco,75034,4480000,,6.0,9.0
842,5 Stonebriar Way,Frisco,75034,5495000,,6.0,10.0
843,3709 Mckinley Drive,Plano,75023,212000,,3.0,2.0
844,6017 Pinto Court,Plano,75023,250000,,3.0,2.0
845,4672 Perthshire Court,Plano,75024,315000,,3.0,3.0
